1992.9595   -5.794
1992.9866   -7.460
1993.0138   -9.111
1993.0409  -11.661
1993.0681  -11.133
1993.0952   -9.402
1993.1223   -3.553
1993.1495   -2.330
1993.1766   -6.675
1993.2038   -5.704
1993.2309   -2.832
1993.2852   -2.016
1993.3124   -0.403
1993.3395   -5.431
1993.3667   -7.463
1993.3938   -6.491
1993.4210   -1.750
1993.4481    0.311
1993.4753   -1.575
1993.5024   -4.199
1993.5296   -4.854
1993.5839   -2.528
1993.6110   -2.385
1993.6382   -2.278
1993.6653   -6.220
1993.6925   -7.331
1993.7196   -6.359
1993.7468   -0.798
1993.7739    1.751
1993.8010   -1.958
1993.8553   -7.266
1993.8825   -4.655
1993.9096   -2.691
1993.9368   -0.804
1993.9639    1.492
1993.9911   -3.787
1994.0182   -5.795
1994.0454   -1.122
1994.0725    2.565
1994.0997   -1.007
1994.1268   -6.348
1994.1540  -10.502
1994.1811   -2.441
1994.2354    1.711
1994.2626    0.788
1994.2897   -1.122
1994.3169   -5.677
1994.3440   -4.514
1994.3712   -1.680
1994.3983   -3.698
1994.4255   -2.274
1994.4526   -3.383
1994.5069   -6.133
1994.5340   -1.280
1994.5612    0.417
1994.5883   -1.472
1994.6155   -7.605
1994.6426   -7.988
1994.6698   -8.140
1994.6969   -0.300
1994.7241   -0.769
1994.7512   -4.600
1994.7784   -5.338
1994.8055   -4.521
1994.8327   -5.696
1994.8870   -3.304
1994.9141  -10.267
1994.9413   -7.931
1994.9684   -5.095
1994.9956   -0.135
1995.0227    2.572
1995.0499    2.509
1995.0770    3.968
1995.1042   -3.213
1995.1313   -8.686
1995.1585   -1.242
1995.2128    5.420
1995.2399   -2.752
1995.2670   -4.373
1995.2942   -5.971
1995.3213   -1.285
1995.3756   -1.692
1995.4028   -1.077
1995.4299   -1.681
1995.4571   -3.900
1995.4842   -2.299
1995.5385   -0.303
1995.5657   -2.802
1995.5928   -6.221
1995.6200   -6.918
1995.6471   -4.572
1995.6743    0.595
1995.7014    1.817
1995.7286    2.069
1995.7557   -4.153
1995.7829   -5.641
1995.8372   -1.090
1995.8643    0.179
1995.8915   -0.987
1995.9458   -6.174
1995.9729    3.592
1996.0000    2.205
1996.0272   -1.787
1996.0543   -4.859
1996.0815   -6.815
1996.1086   -4.197
1996.1629    5.459
1996.1901    0.493
1996.2172   -0.071
1996.2444   -1.894
1996.2715   -2.864
1996.2987    1.347
1996.3258    4.515
1996.3530    2.733
1996.3801   -0.273
1996.4073   -0.769
1996.4344    0.932
1996.4887    7.455
1996.5159    4.783
1996.5430    2.988
1996.5702    1.469
1996.5973    1.975
1996.6245    1.850
1996.6516    2.956
1996.6788    1.657
1996.7059   -0.293
1996.7330   -1.950
1996.7602   -1.231
1996.8145   -0.044
1996.8416    3.388
1996.8688    1.152
1996.8959   -2.821
1996.9231    0.425
1996.9502    4.815
1996.9774    3.652
1997.0045    1.726
1997.0317   -0.679
1997.0588   -4.859
1997.0860    1.153
1997.1403    3.233
1997.1674    1.589
1997.1946   -1.742
1997.2217   -1.107
1997.2489    2.683
1997.2760    7.291
1997.3032    3.734
1997.3303    2.661
1997.3575    6.843
1997.3846    1.957
1997.4118    7.550
1997.4660   11.221
1997.4932   10.093
1997.5203    7.750
1997.5475    8.399
1997.5746   11.157
1997.6289   11.195
1997.6561   12.931
1997.6832   10.507
1997.7104    9.973
1997.7375   15.464
1997.7918   14.762
1997.8190   12.867
1997.8461   11.378
1997.8733    8.818
1997.9004   11.122
1997.9276   14.665
1997.9547   11.085
1997.9819   10.652
1998.0090    4.834
1998.0362    8.850
1998.0905   14.595
1998.1176   13.779
1998.1448   11.145
1998.1719    7.252
1998.1990   10.354
1998.2262   12.170
1998.2533   17.368
1998.2805   17.989
1998.3076   12.506
1998.3348   13.257
1998.3619   10.497
1998.4162   11.890
1998.4434   12.378
1998.4705    8.152
1998.4977    6.571
1998.5248    7.169
1998.5520    7.856
1998.6063    7.488
1998.6334    4.688
1998.6606    6.210
1998.6877    6.602
1998.7149    9.140
1998.7420   10.864
1998.7692   10.771
1998.8235    6.644
1998.8506    7.383
1998.8777   13.319
1998.9049    7.475
1998.9320   16.712
1998.9592   10.921
1998.9863    6.803
1999.0135    8.937
1999.0406   14.798
1999.0949   10.285
1999.1221   10.241
1999.1492    7.797
1999.1764   10.941
1999.2035   12.318
1999.2307   15.587
1999.2578   12.007
1999.2850    9.383
1999.3393   10.423
1999.3664   12.670
1999.3936   11.363
1999.4207   13.502
1999.4479    7.345
1999.4750    5.973
1999.5022    8.957
1999.5293   14.712
1999.5565   15.835
1999.5836   12.951
1999.6107    7.972
1999.6379   12.113
1999.6922   12.792
1999.7193   16.137
1999.7465   14.183
1999.7736   15.160
1999.8008   11.316
1999.8279   13.349
1999.8551   16.886
1999.8822   15.925
1999.9094   13.521
1999.9637   13.758
1999.9908   17.404
2000.0180   17.642
2000.0451   17.998
2000.0723   16.318
2000.0994   10.948
2000.1266   11.966
2000.1537   17.942
2000.1809   19.074
2000.2080   18.534
2000.2352   19.596
2000.2895   14.512
2000.3166   15.246
2000.3437   14.329
2000.3709   15.542
2000.3980   14.289
2000.4252   11.638
2000.4523   10.283
2000.4795   13.687
2000.5066   15.484
2000.5338   17.427
2000.5881    8.147
2000.6152   14.363
2000.6424   18.017
2000.6695   16.366
2000.6967   15.996
2000.7238   18.142
2000.7510   17.531
2000.7781   18.234
2000.8053   19.307
2000.8596   21.344
2000.8867   17.204
2000.9139   17.845
2000.9410   15.041
2000.9682   17.639
2000.9953   22.135
2001.0225   17.927
2001.0767   15.257
2001.1039   19.174
2001.1310   20.024
2001.1582   24.259
2001.1853   24.548
2001.2125   18.141
2001.2396   19.193
2001.2668   20.026
2001.2939   24.482
2001.3211   23.987
2001.3482   20.444
2001.3754   18.425
2001.4025   16.160
2001.4297   17.808
2001.4568   20.530
2001.4840   25.454
2001.5111   25.956
2001.5383   23.410
2001.5654   17.381
2001.5926   23.001
2001.6197   23.143
2001.6469   23.632
2001.6740   22.846
2001.7012   22.115
2001.7283   22.511
2001.7555   25.069
2001.7826   24.149
2001.8097   22.577
2001.8369   25.919
2001.8640   23.306
2001.8912   20.888
2001.9183   20.995
2001.9455   21.934
2001.9726   24.065
2001.9998   24.925
2002.0269   18.382
2002.0541   19.584
