   1 -130.845 -138.286 -135.431
   2 -131.413 -137.895 -134.606
   3 -132.303 -137.574 -134.130
   4 -133.625 -137.296 -134.054
   5 -135.232 -137.336 -134.557
   6 -136.855 -137.119 -134.974
   7 -138.724 -136.945 -135.537
   8 -140.487 -136.757 -135.761
   9 -142.000 -136.181 -135.568
  10 -143.263 -135.644 -134.979
  11 -144.297 -135.127 -134.178
  12 -144.870 -134.574 -133.282
  13 -145.485 -134.269 -132.507
  14 -146.077 -134.222 -131.972
  15 -146.464 -134.457 -131.641
  16 -146.753 -134.765 -131.415
  17 -146.827 -135.295 -131.487
  18 -146.503 -136.019 -131.957
  19 -145.735 -136.622 -132.676
  20 -144.475 -136.982 -133.551
  21 -143.172 -137.349 -134.610
  22 -141.686 -137.595 -135.526
  23 -140.677 -137.950 -136.203
  24 -140.025 -138.210 -136.566
  25 -139.930 -138.750 -136.590
  26 -140.166 -139.483 -136.425
  27 -140.936 -140.349 -136.393
  28 -141.471 -140.943 -136.074
  29 -142.017 -141.422 -135.860
  30 -142.288 -141.716 -135.654
  31 -142.153 -141.667 -135.622
  32 -141.533 -141.241 -135.739
  33 -140.428 -140.588 -135.844
  34 -138.875 -139.980 -135.952
  35 -137.309 -139.680 -136.465
  36 -135.723 -139.510 -137.042
  37 -134.548 -139.618 -137.715
  38 -133.864 -140.413 -138.792
  39 -133.528 -141.128 -139.500
  40 -133.537 -141.918 -140.218
  41 -133.883 -142.547 -140.884
  42 -134.448 -142.653 -141.336
  43 -135.479 -142.443 -141.837
  44 -136.782 -141.975 -142.151
  45 -138.160 -141.159 -142.486
  46 -139.737 -140.609 -142.617
  47 -141.121 -140.061 -142.617
  48 -142.342 -139.865 -142.474
  49 -143.110 -139.693 -141.857
  50 -143.420 -139.597 -140.851
  51 -143.209 -139.427 -140.088
  52 -142.399 -139.098 -139.135
  53 -141.100 -138.800 -138.341
  54 -139.390 -138.597 -137.745
  55 -137.508 -138.911 -137.602
  56 -135.583 -139.737 -137.518
  57 -133.984 -141.111 -137.722
  58 -132.642 -142.767 -137.944
  59 -131.803 -144.457 -138.111
  60 -131.093 -145.749 -137.851
  61 -130.611 -146.688 -137.323
  62 -130.443 -147.124 -136.539
  63 -130.423 -147.273 -135.788
  64 -130.368 -146.985 -135.308
  65 -130.449 -146.317 -135.181
  66 -130.643 -145.376 -135.470
  67 -130.851 -144.099 -136.049
  68 -131.113 -142.714 -136.716
  69 -131.403 -141.121 -137.204
  70 -131.569 -139.811 -137.673
  71 -131.376 -138.295 -137.546
  72 -131.144 -137.196 -137.320
  73 -130.491 -136.179 -136.896
  74 -129.863 -135.209 -136.158
  75 -129.399 -134.629 -135.758
  76 -128.972 -134.163 -135.223
  77 -128.590 -133.740 -134.800
  78 -128.439 -133.639 -134.701
  79 -128.299 -133.837 -134.624
  80 -128.493 -134.416 -134.609
  81 -128.859 -135.413 -134.641
  82 -129.592 -136.683 -134.755
  83 -130.435 -137.766 -134.557
  84 -131.398 -138.701 -134.475
  85 -132.507 -139.386 -134.071
  86 -133.459 -139.773 -133.631
  87 -134.452 -139.665 -133.380
  88 -135.153 -138.989 -132.809
  89 -135.783 -138.057 -132.262
  90 -136.146 -137.067 -131.730
  91 -136.459 -136.173 -131.546
  92 -136.610 -135.401 -131.533
  93 -136.674 -134.962 -131.865
  94 -136.841 -134.866 -132.371
  95 -136.877 -134.860 -133.022
  96 -137.086 -135.251 -134.118
  97 -137.310 -135.761 -135.580
  98 -137.694 -136.410 -137.022
  99 -138.214 -137.227 -138.546
 100 -138.956 -138.047 -139.922
 101 -139.916 -138.985 -141.155
 102 -141.112 -140.014 -142.141
 103 -142.377 -140.690 -142.575
 104 -143.743 -141.292 -142.678
 105 -145.035 -141.580 -142.540
 106 -146.122 -141.242 -142.041
 107 -147.055 -140.569 -141.358
 108 -147.430 -139.559 -140.741
 109 -147.544 -138.208 -140.064
 110 -147.307 -136.992 -139.477
 111 -146.751 -135.543 -138.861
 112 -146.410 -134.628 -138.573
 113 -145.914 -134.061 -138.167
 114 -145.610 -133.742 -138.042
 115 -145.804 -134.028 -138.284
 116 -146.398 -134.601 -139.040
 117 -147.112 -135.231 -139.968
 118 -147.878 -135.800 -141.274
 119 -149.021 -136.380 -142.840
 120 -150.034 -136.585 -144.269
 121 -150.741 -136.186 -145.222
 122 -151.078 -135.656 -145.711
 123 -150.945 -134.663 -145.546
 124 -150.345 -133.487 -145.149
 125 -149.310 -132.313 -144.453
 126 -147.982 -131.203 -144.080
 127 -146.526 -130.544 -144.021
 128 -145.060 -130.415 -144.553
 129 -143.676 -130.750 -145.450
 130 -142.538 -131.732 -146.625
 131 -141.575 -133.258 -147.627
 132 -140.845 -135.148 -148.354
 133 -140.220 -137.292 -148.592
 134 -139.736 -139.577 -148.041
 135 -139.195 -141.504 -147.119
 136 -138.579 -143.084 -145.692
 137 -137.924 -144.216 -144.190
 138 -137.004 -144.856 -142.739
 139 -136.080 -145.278 -141.844
 140 -134.968 -144.782 -141.064
 141 -133.964 -144.137 -140.826
 142 -132.918 -142.858 -141.003
 143 -131.686 -141.266 -141.445
 144 -130.817 -139.545 -142.116
 145 -130.002 -137.953 -142.535
 146 -129.576 -136.675 -142.840
 147 -129.387 -135.641 -142.645
 148 -129.367 -135.123 -142.067
 149 -129.569 -134.935 -140.928
 150 -129.768 -134.949 -139.357
 151 -129.950 -135.250 -137.683
 152 -130.190 -135.408 -135.929
 153 -130.323 -135.947 -134.374
 154 -130.432 -136.596 -133.178
 155 -130.402 -137.137 -132.353
 156 -130.375 -137.733 -132.123
 157 -130.435 -138.151 -132.364
 158 -130.147 -138.375 -133.039
 159 -130.035 -138.493 -133.899
 160 -129.961 -138.273 -134.857
 161 -129.968 -137.871 -135.841
 162 -129.830 -137.316 -136.564
 163 -129.539 -136.739 -136.890
 164 -129.298 -136.080 -137.045
 165 -129.241 -135.634 -136.946
 166 -129.427 -135.378 -136.910
 167 -129.643 -135.421 -136.692
 168 -130.244 -135.804 -136.751
 169 -130.875 -136.416 -136.967
 170 -131.384 -136.826 -136.974
 171 -132.136 -137.631 -137.305
 172 -132.804 -138.438 -137.668
 173 -133.009 -138.828 -137.949
 174 -132.781 -139.051 -138.100
 175 -132.132 -138.892 -138.137
 176 -131.383 -138.701 -138.310
 177 -130.595 -138.651 -138.409
 178 -129.903 -138.480 -138.387
 179 -129.466 -138.523 -138.343
 180 -129.726 -138.849 -138.395
 181 -130.401 -139.883 -138.457
 182 -131.630 -141.182 -138.795
 183 -133.181 -142.631 -138.915
 184 -135.183 -144.338 -139.271
 185 -137.271 -145.957 -139.663
 186 -139.495 -147.297 -140.076
 187 -141.728 -148.154 -140.488
 188 -143.666 -148.193 -140.636
 189 -145.290 -147.563 -140.436
 190 -146.577 -146.111 -139.855
 191 -147.684 -144.164 -138.837
 192 -148.982 -142.531 -137.655
 193 -150.319 -140.789 -136.266
 194 -151.775 -139.396 -134.923
 195 -153.317 -138.687 -133.839
 196 -154.719 -138.302 -133.180
 197 -156.042 -138.504 -133.291
 198 -157.271 -138.956 -134.210
 199 -158.162 -139.585 -135.807
 200 -158.755 -140.113 -138.206
 201 -158.828 -140.494 -140.974
 202 -158.319 -140.326 -143.798
 203 -157.269 -139.940 -146.630
 204 -155.362 -138.912 -148.495
 205 -152.816 -137.887 -149.618
 206 -149.956 -136.745 -149.561
 207 -147.008 -135.979 -148.955
 208 -144.099 -135.575 -147.968
 209 -141.638 -135.873 -147.138
 210 -140.156 -137.101 -146.903
 211 -139.036 -138.590 -146.860
 212 -138.437 -140.161 -146.947
 213 -138.577 -141.701 -147.652
 214 -139.135 -142.679 -148.326
 215 -139.912 -143.016 -148.895
 216 -141.173 -142.940 -149.308
 217 -142.431 -142.407 -149.477
 218 -143.488 -141.289 -148.987
 219 -144.710 -140.280 -148.413
 220 -145.901 -139.089 -147.621
 221 -146.849 -137.717 -146.381
 222 -147.550 -136.205 -144.872
 223 -147.976 -134.684 -143.060
 224 -148.059 -133.025 -140.835
 225 -147.763 -131.558 -138.269
 226 -147.061 -130.357 -135.760
 227 -146.192 -129.663 -133.866
 228 -145.184 -129.341 -132.196
 229 -144.067 -129.527 -131.410
 230 -143.007 -130.279 -131.448
 231 -142.293 -131.422 -132.037
 232 -141.537 -132.449 -132.855
 233 -140.537 -133.419 -133.649
 234 -139.230 -133.945 -134.082
 235 -137.602 -134.241 -134.359
 236 -136.050 -134.376 -134.482
 237 -134.216 -134.447 -134.232
 238 -132.530 -134.612 -133.824
 239 -131.096 -134.814 -133.111
 240 -129.807 -135.053 -132.349
 241 -128.921 -135.900 -131.954
 242 -128.252 -136.867 -131.692
 243 -127.538 -137.872 -131.448
 244 -126.899 -139.120 -131.415
 245 -126.304 -140.313 -131.510
 246 -125.950 -141.397 -131.635
 247 -125.674 -142.450 -131.682
 248 -125.252 -143.197 -131.689
 249 -125.239 -143.599 -131.905
 250 -125.511 -143.991 -132.165
 251 -125.894 -144.136 -132.619
 252 -126.402 -144.079 -133.217
 253 -127.109 -143.766 -134.158
 254 -127.830 -143.151 -135.176
 255 -128.458 -142.021 -136.097
 256 -129.144 -140.840 -137.043
 257 -129.995 -139.692 -137.876
 258 -131.051 -138.939 -138.605
 259 -131.964 -138.255 -138.933
 260 -133.116 -138.181 -139.081
 261 -134.500 -138.619 -138.994
 262 -135.867 -139.069 -138.538
 263 -137.054 -139.301 -137.575
 264 -138.491 -139.469 -136.642
 265 -139.602 -139.301 -135.512
 266 -140.330 -138.738 -134.238
 267 -141.021 -138.179 -133.533
 268 -141.393 -137.722 -133.383
 269 -141.865 -137.554 -133.941
 270 -142.205 -137.296 -135.163
 271 -142.680 -137.379 -136.929
 272 -143.185 -137.396 -139.047
 273 -143.330 -137.002 -141.333
 274 -143.404 -136.073 -143.447
 275 -143.212 -134.804 -145.357
 276 -143.047 -133.553 -146.939
 277 -143.034 -132.658 -148.177
 278 -143.061 -132.306 -148.869
 279 -143.782 -132.877 -149.419
 280 -144.716 -134.140 -149.350
 281 -145.700 -135.619 -148.632
 282 -146.798 -137.463 -147.402
 283 -147.452 -139.334 -145.886
 284 -147.420 -140.956 -144.130
 285 -147.146 -142.054 -142.707
 286 -146.129 -142.500 -141.369
 287 -144.821 -142.234 -140.247
 288 -143.760 -141.474 -139.518
 289 -142.937 -140.323 -139.103
 290 -142.751 -139.223 -138.853
 291 -142.715 -138.068 -138.329
 292 -143.312 -137.532 -138.104
 293 -144.189 -137.383 -137.767
 294 -145.362 -137.760 -137.321
 295 -146.705 -138.462 -136.643
 296 -147.939 -139.201 -135.928
 297 -149.075 -139.902 -135.292
 298 -150.106 -140.347 -134.595
 299 -150.815 -140.667 -133.947
 300 -151.358 -140.802 -133.480
 301 -151.468 -140.467 -132.909
 302 -151.339 -140.038 -132.916
 303 -150.800 -139.355 -133.339
 304 -149.777 -138.816 -134.122
 305 -148.592 -137.974 -135.106
 306 -147.067 -137.131 -136.182
 307 -145.532 -136.318 -137.349
 308 -144.206 -135.488 -138.114
 309 -142.876 -134.924 -138.641
 310 -141.636 -134.405 -138.897
 311 -140.587 -134.289 -138.744
 312 -139.709 -134.447 -138.248
 313 -139.185 -135.143 -138.140
 314 -138.693 -136.148 -138.185
 315 -138.151 -137.229 -138.204
 316 -137.568 -138.186 -138.330
 317 -136.738 -138.831 -138.310
 318 -135.870 -139.343 -138.190
 319 -134.675 -139.717 -137.743
 320 -133.438 -140.032 -137.031
 321 -132.257 -140.136 -135.968
 322 -131.450 -140.512 -134.872
 323 -130.877 -140.945 -133.818
 324 -130.758 -141.528 -132.772
 325 -131.189 -142.224 -131.973
 326 -131.997 -143.062 -131.223
 327 -133.071 -144.177 -130.761
 328 -134.169 -144.884 -130.319
 329 -135.263 -145.386 -130.174
 330 -135.988 -145.769 -130.431
 331 -136.382 -145.761 -130.876
 332 -136.406 -145.191 -131.256
 333 -136.017 -144.630 -131.829
 334 -135.432 -144.072 -132.350
 335 -134.663 -143.243 -132.708
 336 -133.792 -142.653 -132.881
 337 -133.112 -142.135 -132.927
 338 -132.446 -142.096 -132.898
 339 -132.118 -142.266 -132.898
 340 -131.723 -142.490 -132.757
 341 -131.666 -142.502 -132.675
 342 -131.783 -142.606 -132.695
 343 -131.927 -142.496 -132.870
 344 -132.235 -142.262 -133.165
 345 -132.574 -141.826 -133.942
 346 -132.731 -141.040 -134.543
 347 -132.726 -140.279 -135.434
 348 -132.651 -139.394 -136.331
 349 -132.441 -138.441 -137.049
 350 -132.439 -137.616 -137.873
 351 -132.471 -136.728 -138.412
 352 -132.770 -135.847 -139.060
 353 -133.153 -134.996 -139.265
 354 -133.582 -134.157 -139.319
 355 -134.334 -133.599 -139.261
 356 -134.958 -133.166 -138.944
 357 -135.532 -132.912 -138.678
 358 -135.976 -133.131 -138.444
 359 -136.158 -133.386 -137.990
 360 -136.236 -133.900 -137.660
 361 -136.284 -134.885 -137.538
 362 -136.180 -135.807 -137.390
 363 -136.217 -136.903 -137.643
 364 -136.355 -137.959 -138.139
 365 -136.650 -138.931 -138.988
 366 -137.279 -139.998 -139.914
 367 -138.030 -140.512 -140.838
 368 -139.025 -140.887 -141.839
