-46.6667	7.4667	82	75.0895
-50	10.65	67	59.835
-52.9667	13.0333	75	59.8302
-69.3	14.7667	48	147.95
-68.55	14.45	45	148.43
-68.7667	14.4333	53	148.37
-70.85	14.6333	65	148.671
-74.45	16.1333	54	141.409
-71.2333	17.0333	70	147.82
-79.45	18.55	67	30.7382
-74.2167	27.6833	49	163.08
-74.3667	24.7833	42	171.912
-73.7	24.3833	63	165.814
-68.5667	24.5	15	121.23
-65.3	24.4833	56	108.473
-62.5	24.4667	65	98.0201
-65.2667	27.45	49	113.076
-69.8833	29.7667	46	147.67
-67.1	31	59	127.98
-68.9333	29.95	51	140.264
-67.7833	31.3333	84	134.773
-68.6833	29.75	75	137
-67.9833	30.45	51	133.225
-68.7167	29.9167	42	138.085
-67.7333	30.8333	49	132.44
-68.2833	30.0833	54	134.585
-69.8667	31.6833	58	151.111
-70	32.15	51	152.479
-68.1	32.05	31	139.994
-66.35	32.05	48	126.448
-68.85	32.2667	53	147.736
-73.2833	32.5333	50	168.333
-74.4333	33.9333	63	177.74
-72.3833	36.05	47	171.145
-72.5667	37.55	42	176.055
-26.1317	19.2517	38	114.03
-29.2433	21.855	58	102.469
-31.8	23.1583	60	90.3359
-40.6	28.1167	42	22.1599
-42.1833	28.8583	85	8.43477
-42.455	30.0633	360	1.77247
-42.9983	29.9633	142	2.4107
-42.9983	29.8967	12	2.16809
-42.6083	30.1	300	1.85777
-59.9417	16.6417	50	81.0213
-59.1617	16.3633	56	77.485
-58.2933	16.9017	41	73.0832
-58.89	16.7533	34	75.779
-59.05	16.7367	46	76.5862
-44.633	56.183	69	49.7839
-13.7083	35.6417	58	144.961
-32.8333	41.7167	16	23.1211
-26.4667	40.805	60	18.4542
-31.7917	43.3833	57	18.0404
-27.7667	43.7467	66	6.61909
-28.2333	43.3733	109	5.13801
-28.08	43.3333	282	6.30285
-29.625	43.4883	60	4.1057
-29.8667	43.4983	23	5.60562
-29.825	43.2867	191	4.85602
-27.9683	43.8383	75	4.55023
-31.625	43.585	74	17.4784
-30.63	43.465	62	10.3173
-30.2167	43.4917	68	7.79099
-30	43.335	41	6.04575
-13.0717	35.065	58	150.53
-26.0467	40.08	60	23.8205
-27.0767	43.075	66	12.8794
-29.0867	43.05	23	1.06841
-29.0833	43.0283	191	1.24028
-27.0967	43.0833	75	12.7841
-30.0633	43.0467	62	5.68257
-41.5217	10.725	113	3.66077
-41.1967	10.8283	159	9.90857
-41.5867	10.825	149	7.27143
-42.5267	10.7417	175	8.02196
-42.58	10.8417	259	4.82785
-42.585	10.7217	251	9.21801
-43.9467	10.81	127	15.3764
-44.575	10.8433	66	21.5646
-43.9233	10.865	123	10.4747
-43.6417	10.8417	128	9.64052
-44.01	10.9183	169	6.73057
-43.6717	10.8767	115	7.20164
-41.2417	10.7917	167	7.50238
