0     0
103   0.42
186   0.84
230   1.30
268   1.48
270   1.84
315   2.55
370   3.60
510   5.62
590   7.00
780   10.0
865   11.7
1410  20.1
1740  27.3
2500  40.0
2610  42.3
2900  46.3
