  -0.29  126.01  5.00 
  -1.03  126.97  6.00 
  10.45  145.72  7.10 
 -13.39  -76.60  8.00 
   0.34  124.61  5.00 
   0.34   97.80  5.00 
  -0.54  -91.50  5.00 
   0.55  -25.37  5.00 
   0.60  -79.97  5.00 
   0.76   98.75  5.00 
   0.79  125.80  5.00 
   0.79  125.80  5.00 
   0.79  125.80  5.00 
   0.87   97.53  5.00 
   0.88  126.11  5.00 
  -0.88  127.27  5.00 
  -0.88  146.57  5.00 
   0.89   97.54  5.00 
   0.94  126.02  5.00 
   0.95  126.07  5.00 
  -0.97  127.06  5.00 
  -0.97  127.06  5.00 
  -0.97  127.06  5.00 
   1.00  126.00  5.00 
  10.07  125.89  5.00 
   1.01  125.97  5.00 
 -10.20  123.72  5.00 
 -10.27  161.23  5.00 
 -10.28  161.34  5.00 
  10.29  125.15  5.00 
  10.29   93.06  5.00 
  10.38  145.86  5.00 
  10.39  -85.53  5.00 
  10.40  145.92  5.00 
  10.50  140.14  5.00 
  10.52  145.73  5.00 
   1.07  126.22  5.00 
   1.08  126.09  5.00 
   1.09  126.97  5.00 
   1.09   97.10  5.00 
 -11.02  -77.96  5.00 
   1.11  126.31  5.00 
   1.11  126.33  5.00 
   1.11  126.33  5.00 
   1.11  126.45  5.00 
 -11.23  165.54  5.00 
 -11.24  -79.29  5.00 
  -1.13  127.20  5.00 
  11.36  -87.74  5.00 
  -1.14  127.07  5.00 
  -1.14  127.53  5.00 
  11.47  143.27  5.00 
 -11.56  166.06  5.00 
 -11.63  165.85  5.00 
  11.63  -85.83  5.00 
  -1.19  -13.16  5.00 
 -11.92  165.93  5.00 
   1.19   97.33  5.00 
   1.20  125.99  5.00 
  12.05  143.81  5.00 
  12.06  143.81  5.00 
 -12.08  -75.29  5.00 
   1.20  -90.76  5.00 
  12.18  125.67  5.00 
  12.19  125.54  5.00 
   1.22  126.20  5.00 
  12.29  144.09  5.00 
  12.49  123.45  5.00 
  12.49  123.45  5.00 
  12.49  123.45  5.00 
  12.89  145.25  5.00 
  13.00  -88.55  5.00 
   1.31  126.53  5.00 
  -1.32   89.42  5.00 
  -1.32   89.42  5.00 
  -1.32   89.42  5.00 
 -13.38  -76.80  5.00 
   1.34  127.21  5.00 
 -13.41  -77.02  5.00 
  13.44  -91.06  5.00 
 -13.54  -76.58  5.00 
 -13.57  -76.12  5.00 
  13.61  146.09  5.00 
 -13.61  -76.98  5.00 
 -13.73  -76.07  5.00 
 -13.87  -76.68  5.00 
  13.88  122.69  5.00 
  14.02  -93.55  5.00 
 -14.18  -76.74  5.00 
 -14.21  -76.09  5.00 
  14.24  -60.39  5.00 
 -14.26  -76.19  5.00 
 -14.41  167.29  5.00 
  -1.44  -77.97  5.00 
 -14.66 -175.48  5.00 
  -1.46  -77.73  5.00 
 -14.72  -75.37  5.00 
 -14.75  -75.35  5.00 
 -14.85  167.29  5.00 
 -14.86  166.74  5.00 
 -14.91  167.36  5.00 
  14.95  -93.00  5.00 
 -15.01 -174.29  5.00 
   1.50  127.83  5.00 
  15.03  -61.27  5.00 
  15.07  146.87  5.00 
 -15.08  167.38  5.00 
  -1.51  119.60  5.00 
 -15.13 -174.35  5.00 
 -15.17  -75.09  5.00 
   1.51   97.11  5.00 
  15.24  122.53  5.00 
  15.26  122.79  5.00 
  15.26  -91.94  5.00 
 -15.34  167.84  5.00 
 -15.36 -173.54  5.00 
 -15.36 -173.54  5.00 
 -15.36 -173.54  5.00 
 -15.65  -74.79  5.00 
  15.95  145.87  5.00 
 -15.96  167.52  5.00 
  -1.59  -78.03  5.00 
 -16.03  -73.73  5.00 
 -16.04  167.80  5.00 
  16.42  -97.73  5.00 
 -16.52  176.63  5.00 
 -16.81 -177.12  5.00 
 -16.82  167.04  5.00 
 -17.03 -177.02  5.00 
  17.20  -96.84  5.00 
 -17.24 -174.05  5.00 
 -17.36  -70.24  5.00 
 -17.44  -72.75  5.00 
  17.58  -94.44  5.00 
  17.88  122.29  5.00 
 -17.94 -176.57  5.00 
  -1.80   99.54  5.00 
  18.18 -102.74  5.00 
  18.18 -102.74  5.00 
  18.18 -102.74  5.00 
 -18.30 -174.78  5.00 
  -1.84  128.87  5.00 
   1.84   97.05  5.00 
 -18.67 -173.24  5.00 
  18.83  -70.32  5.00 
  18.91  145.07  5.00 
  -1.89   99.57  5.00 
 -19.16  168.75  5.00 
  19.25  121.26  5.00 
  19.39 -105.41  5.00 
   1.98   89.69  5.00 
  -1.98   99.52  5.00 
 -19.91 -178.24  5.00 
 -19.95 -175.77  5.00 
 -20.34 -174.46  5.00 
 -20.39 -174.11  5.00 
  20.50  120.26  5.00 
 -20.54 -178.46  5.00 
 -20.65  168.82  5.00 
 -20.65  168.82  5.00 
 -20.65  168.82  5.00 
 -20.68  168.85  5.00 
 -20.68  168.85  5.00 
 -20.68  168.85  5.00 
 -20.69  169.29  5.00 
   2.08   96.69  5.00 
 -20.91 -177.90  5.00 
 -21.05  169.30  5.00 
 -21.10  169.24  5.00 
 -21.12  168.74  5.00 
 -21.14  169.28  5.00 
 -21.14  169.32  5.00 
 -21.17  169.15  5.00 
 -21.17  169.41  5.00 
  21.18   70.72  5.00 
 -21.19  169.31  5.00 
 -21.27  169.47  5.00 
 -21.30  169.43  5.00 
 -21.43  168.50  5.00 
 -21.49  -68.03  5.00 
 -21.68 -179.21  5.00 
  -2.17  139.15  5.00 
  21.95  143.08  5.00 
  21.97  143.02  5.00 
  21.98  143.00  5.00 
