                    U.  S.  G E O L O G I C A L  S U R V E Y

                     E A R T H Q U A K E  D A T A  B A S E



 FILE CREATED:  Mon Jan 21 14:22:57 2008
 Circle Search   Earthquakes=      2592
 Circle Center Point Latitude:   62.499N  Longitude:   114.670W
 Radius:   20014.199 km
 Catalog Used: Preliminary Determination of Epicenters
 Date Range: Year:    2007  -   2007   Month: 01/Day: 01   Month: 12/Day: 31
 Magnitude Range:   5.0  -   9.0
 Depth Range:    0  -  900
 Data Selection: Historical & Preliminary Data


 CAT   YEAR   MO DA ORIG TIME   LAT    LONG  DEP  MAGNITUDE    DIST
                                                               km
                                                              

 PDE   2007   02 17 075644.81  -7.29  155.88  31 5.00 mb GS   10684
 PDE   2007   02 17 091834.35  -7.25  155.85  38 5.30 Mw CMT  10682
 PDE   2007   02 17 122449.48  -7.12  155.83  10 5.00 Mw CMT  10671
 PDE   2007   02 17 124312.91  -7.31  155.76  34 5.70 Mw CMT  10693
 PDE   2007   02 17 234145.04  -4.09  154.45 483 5.50 Mw CMT  10446
 PDE   2007   02 18 104523.99   1.07   97.37  30 5.10 Mw CMT  12462
 PDE   2007   02 18 133907.42  -6.62  154.81  17 5.00 Mw CMT  10674
 PDE   2007   02 18 171331.96 -29.80 -177.69  10 5.10 mb GS   11640
 PDE   2007   02 18 172944.70 -20.20  173.01  43 5.20 Mw CMT  11099
 PDE   2007   02 18 210500.38  21.68  120.48  35 5.30 Mw CMT   9500
 PDE   2007   02 18 213744.78   6.34  -82.71  26 5.70 Mw S     6750
 PDE   2007   02 19 023343.01   1.75   30.76  19 5.60 mb GS   12313
 PDE   2007   02 19 045538.29 -15.36 -173.62  35 5.10 Mw CMT  10014
 PDE   2007   02 19 111303.49   5.56  126.24  29 5.50 mb GS   10891
 PDE   2007   02 19 114222.72  12.52  141.69  25 5.20 mb GS    9466
 PDE   2007   02 19 141450.76  49.18  -28.41  10 5.30 Mw CMT   5169
 PDE   2007   02 19 143334.56 -20.21  173.09  20 5.80 Mw S    11095
 PDE   2007   02 19 151322.33  -4.39  102.98  54 5.40 mb GS   12857
 PDE   2007   02 19 192410.63 -23.05  -70.47  10 5.50 mb GS   10243
 PDE   2007   02 20 080425.28  -1.03  126.98  12 6.70 Mw CMT  11519
 PDE   2007   02 20 092318.03  27.56   56.57  22 5.00 mb GS    9999
 PDE   2007   02 20 131438.48  -1.13  127.20  15 5.00 mb GS   11519
 PDE   2007   02 20 142526.34  -1.03  126.97  11 6.00 Mw CMT  11519
 PDE   2007   02 20 172511.40 -26.90  -71.04  25 5.10 ML UC   10628
 PDE   2007   02 20 231232.62 -11.23  118.93  40 5.20 Mw CMT  12913
 PDE   2007   02 21 021955.84  -0.94  127.19  28 5.60 mb GS   11500
 PDE   2007   02 21 044151.47  -0.88  127.27  10 5.00 mb GS   11490
 PDE   2007   02 21 053621.40 -26.89  -71.07  31 5.00 ML UC   10626
 PDE   2007   02 21 110528.63  38.32   39.28   6 5.70 Mw S     8597
 PDE   2007   02 22 011546.60 -31.80  -68.72   5 5.10 ML UC   11214
 PDE   2007   02 22 032019.21  -1.10  127.21  24 5.10 mb GS   11515
 PDE   2007   02 22 073318.96 -24.02 -179.78 516 5.00 mb GS   11151
 PDE   2007   02 22 213556.95 -17.03 -172.98  10 5.20 mb GS   10156
 PDE   2007   02 23 071218.23  25.95 -110.52  10 5.20 Mw CMT   4071
 PDE   2007   02 23 073012.14  25.99 -110.50  10 5.20 Mw CMT   4068
 PDE   2007   02 23 141228.51  -1.44  -77.97 168 5.00 mb GS    7723
 PDE   2007   02 23 195548.60 -45.34  -72.32  25 5.70 Mw CMT  12522
 PDE   2007   02 24 015357.72 -41.24  -85.98  10 5.10 Mw CMT  11770
 PDE   2007   02 24 023623.65  -7.01  -80.49  23 6.30 Mw S     8234
 PDE   2007   02 24 040529.72   1.63  116.14  11 5.30 Mw CMT  11729
 PDE   2007   02 24 073333.01   1.10  -85.21  23 5.50 Mw CMT   7234
 PDE   2007   02 24 080758.61 -20.14  173.08  29 5.50 Mw CMT  11088
 PDE   2007   02 24 081723.31 -20.13  173.03  56 5.30 Mw CMT  11090
 PDE   2007   02 24 103133.98   1.05  -85.26  10 5.10 Mw CMT   7237
 PDE   2007   02 24 133304.80 -21.49  -68.03 126 5.00 mb GS   10164
 PDE   2007   02 24 161926.82  -8.15  156.31  10 5.10 mb GS   10746
 PDE   2007   02 24 185117.28  -8.10  156.40  30 5.00 mb GS   10737
 PDE   2007   02 24 185343.55  -0.99  126.91  38 5.20 mb GS   11518
 PDE   2007   02 24 194734.73  46.74  152.52  10 5.40 mb GS    5684
 PDE   2007   02 24 234342.03  51.45 -178.59  35 5.40 mb GS    3895
 PDE   2007   02 25 011833.67  26.00 -110.46  10 5.20 Mw CMT   4066
 PDE   2007   02 25 014941.46  33.19   90.66  35 5.30 Mw CMT   9166
 PDE   2007   02 25 111952.67 -27.82  -67.38 124 5.00 UK UC   10844
 PDE   2007   02 25 114125.29  33.09  136.87  41 5.00 mb GS    7671
 PDE   2007   02 25 143235.78  60.80  166.57  10 5.00 mb GS    3921
 PDE   2007   02 25 150041.15  26.15 -110.42  10 5.90 Mw S     4051
 PDE   2007   02 25 150349.14  26.03 -110.61  10 5.20 mb GS    4062
 PDE   2007   02 25 201343.81  73.27    7.88  10 5.10 Mw CMT   4351
 PDE   2007   02 25 204727.24 -29.13 -177.13  10 5.70 Mw CMT  11550
 PDE   2007   02 25 215313.56  73.20    6.78  10 5.40 Mw CMT   4336
 PDE   2007   02 26 001924.57  -7.17  -80.61  35 5.30 Mw CMT   8248
 PDE   2007   02 26 033304.29 -28.93 -177.05  35 5.10 Mw CMT  11527
 PDE   2007   02 26 084859.39   9.97   42.88  10 5.00 Mw CMT  11743
 PDE   2007   02 26 090122.59 -15.97  167.52  51 5.50 Mw CMT  10944
 PDE   2007   02 26 121954.48  40.64 -124.87   0 5.40 Mw CMT   2525
 PDE   2007   02 26 175826.89 -20.16  -68.94 100 5.10 mb GS    9994
 PDE   2007   02 26 205649.08 -55.42 -128.71  10 5.20 Mw CMT  13121
 PDE   2007   02 26 234953.73 -44.77   35.49  10 5.70 Mw S    17256
 PDE   2007   02 27 004415.03 -20.12  172.93  57 5.20 Mw CMT  11093
 PDE   2007   02 27 013536.35 -41.60   80.00  10 5.40 Mw CMT  17480
 PDE   2007   02 27 034712.11 -44.84   35.12  10 5.10 Mw CMT  17246
 PDE   2007   02 27 055150.46  63.29  -23.93  10 5.00 Mw CMT   4229
 PDE   2007   02 27 094240.61  17.11  -61.49  51 5.10 MD SPR   6481
 PDE   2007   02 27 161351.34 -35.94 -106.25  10 5.20 Mw CMT  10925
 PDE   2007   02 27 170103.50 -16.46 -172.03   8 5.30 mb GS   10058
 PDE   2007   02 27 200809.04  25.98 -110.46  10 5.00 Mw CMT   4069
 PDE   2007   02 27 222812.30  28.10   55.08   6 5.00 Mw CMT   9928
 PDE   2007   02 28 092946.66   2.48  124.42 292 5.10 Mw CMT  11284
 PDE   2007   02 28 123138.96  -1.84  128.87  10 5.00 mb GS   11511
 PDE   2007   02 28 193715.82  60.93  167.12  10 5.10 mb GS    3889
 PDE   2007   02 28 231315.61 -55.24  -29.14  10 6.20 Mw S    14985
 PDE   2007   03 01 020107      3.78   96.34  74 5.60 mb GS   12203
 PDE   2007   03 01 050820.74  10.29   93.06  78 5.00 mb GS   11591
 PDE   2007   03 01 151523.85  -0.24  124.36  42 5.40 mb GS   11560
 PDE   2007   03 01 163957.54 -18.67 -173.24  26 5.00 Mw CMT  10333
 PDE   2007   03 01 224529.58  26.54  -44.58  10 5.10 Mw CMT   6405
 PDE   2007   03 01 230200.10  26.46  -44.45  10 5.30 Mw CMT   6419
 PDE   2007   03 01 230435.52  26.47  -44.45  10 5.40 Mw CMT   6418
 PDE   2007   03 01 231152.07  26.58  -44.59  10 6.00 Mw CMT   6400
 PDE   2007   03 01 234732.31 -30.78 -177.97  35 5.00 mb GS   11750
 PDE   2007   03 02 090633.63 -21.61 -177.85 383 5.20 Mw CMT  10826
 PDE   2007   03 02 130731.32 -30.88  -71.19  48 5.60 mb GS   11040
 PDE   2007   03 03 040425.98  -0.85  134.06  39 5.10 mb GS   11162
 PDE   2007   03 03 115426.37 -41.80  -16.11  10 5.20 mb GS   14420
 PDE   2007   03 03 172149.75  46.81  152.63  34 5.40 Mw CMT   5672
 PDE   2007   03 03 180853.29  13.80   57.09  10 5.30 Mw CMT  11521
 PDE   2007   03 03 200828.76   0.01  126.81  38 5.90 Mw CMT  11423
 PDE   2007   03 03 205208.43 -55.25 -129.34  10 5.70 Mw CMT  13108
 PDE   2007   03 04 025006.64  -5.83  152.47  37 5.30 Mw CMT  10718
 PDE   2007   03 04 070801.41 -56.01  -27.49 151 5.00 mb GS   15117
 PDE   2007   03 04 112611.98  33.79  -38.47  10 5.60 Mw S     6042
 PDE   2007   03 04 122545.94  35.27  -36.32  10 5.00 Mw CMT   6016
 PDE   2007   03 04 223144.07  -5.40  151.30  52 5.00 Mw CMT  10736
 PDE   2007   03 04 223923.88  34.49  -36.90  10 5.20 mb GS    6057
 PDE   2007   03 04 234926.20 -17.57 -173.35  35 5.10 mb GS   10226
 PDE   2007   03 05 011015.12 -30.31 -177.75  35 5.10 mb GS   11694
 PDE   2007   03 05 011549.15 -30.65 -177.56  35 5.20 mb GS   11721
 PDE   2007   03 05 151059.50  23.45  142.59  83 5.00 mb GS    8350
 PDE   2007   03 05 230918.84  -4.30  143.51 116 5.10 Mw CMT  11029
 PDE   2007   03 06 000908.29  -1.05  126.91  31 5.30 mb GS   11524
 PDE   2007   03 06 034938.90  -0.49  100.50  19 6.40 Ms GS   12531
 PDE   2007   03 06 054925.43  -0.49  100.53  11 6.30 Ms GS   12529
 PDE   2007   03 06 125306.86  -0.40  100.91  20 5.10 mb GS   12508
 PDE   2007   03 06 130512.11   2.08  -76.50  43 5.20 Mw CMT   7403
 PDE   2007   03 06 213011.65 -15.09  -74.00  93 5.30 mb GS    9292
 PDE   2007   03 07 015148.88 -61.49  159.38  10 5.00 Mw CMT  15510
 PDE   2007   03 07 020540.75 -61.18  161.25  10 5.20 Mw CMT  15414
 PDE   2007   03 07 105337.59   1.96   97.91  35 5.90 Mw S    12352
 PDE   2007   03 07 192049.87 -17.80 -178.13 517 5.40 mb GS   10455
 PDE   2007   03 07 204538.47  -5.20  123.58  10 5.00 mb GS   12095
 PDE   2007   03 07 225719.88  24.06  122.38  42 5.10 Mw CMT   9182
 PDE   2007   03 07 230124.55   3.02  -31.82  10 5.50 Mw CMT   9337
 PDE   2007   03 07 232722.28  -0.04  127.30 115 5.20 mb GS   11404
 PDE   2007   03 08 004723.76  -0.01  126.71  71 5.20 mb GS   11429
 PDE   2007   03 08 050332.26  29.91  140.20 139 6.10 Mw CMT   7831
 PDE   2007   03 08 111431.51 -58.22   -7.61  10 6.20 Mw CMT  16161
 PDE   2007   03 09 032242.76  43.22  133.53 441 6.10 mb GS    6825
 PDE   2007   03 09 072731.22 -11.43   66.25  10 5.80 mb GS   14335
 PDE   2007   03 09 103808.18  -6.36  130.17 151 5.60 Mw S    11898
 PDE   2007   03 09 174402.89  20.06  121.40  29 5.40 Mw CMT   9629
 PDE   2007   03 09 204951.74  18.19  -68.73  96 5.10 MD RN    6048
 PDE   2007   03 09 210137.80  13.26  -87.39 226 5.60 Mw S     5875
 PDE   2007   03 10 140708.60 -23.29  -69.71  50 5.50 Mw CMT  10294
 PDE   2007   03 10 150545.26 -22.49 -176.05  40 5.10 Mw CMT  10837
 PDE   2007   03 10 170337.86  74.26    8.71  10 5.70 mb GS    4281
 PDE   2007   03 10 211257.46  55.21  161.86  31 5.90 mb GS    4543
 PDE   2007   03 11 003816.82  29.99  140.38 150 5.00 mb GS    7815
 PDE   2007   03 11 070926.71  43.99  147.89  52 6.00 mb GS    6143
 PDE   2007   03 11 123838.06 -55.34   -1.56  10 5.00 mb GS   16246
 PDE   2007   03 11 131417.40 -34.47  -72.20  35 5.00 mb GS   11386
 PDE   2007   03 11 194056.39 -32.09   57.09  10 5.00 mb GS   16569
 PDE   2007   03 12 005424.78 -28.84 -177.01  35 5.60 Mw CMT  11516
 PDE   2007   03 12 015708.97 -28.85 -176.97  35 5.20 Mw CMT  11516
 PDE   2007   03 12 075113.04   1.06  126.32  10 5.20 mb GS   11340
 PDE   2007   03 12 080759.69 -41.20   85.53  10 5.50 Mw CMT  17278
 PDE   2007   03 12 095903.21 -21.05  169.83  68 5.80 Mw S    11332
 PDE   2007   03 12 130443.01  51.13  179.39  40 5.00 Mw CMT   4022
 PDE   2007   03 12 174956.78  19.78  121.94  27 5.10 mb GS    9636
 PDE   2007   03 12 185925.24  46.90  151.77 144 5.60 Mw S     5704
 PDE   2007   03 13 010255.75   1.19  126.24   3 5.30 Mw CMT  11331
 PDE   2007   03 13 025904.40  26.26 -110.54  26 6.00 Mw S     4037
 PDE   2007   03 13 055015.01   4.17  126.75  71 5.50 Mw CMT  11007
 PDE   2007   03 13 055720.67   4.16  126.79  58 5.30 mb GS   11006
 PDE   2007   03 13 073751.33 -55.08 -120.21  10 5.20 Mw CMT  13035
 PDE   2007   03 13 090543.86  -8.13  117.86  10 5.60 Mw CMT  12648
 PDE   2007   03 13 145050.28  -5.53  -77.06  37 5.00 mb GS    8184
 PDE   2007   03 13 154740.68 -54.24 -120.77  10 5.10 Mw CMT  12944
 PDE   2007   03 14 003328.94  -7.50  129.09  50 5.00 mb GS   12063
 PDE   2007   03 14 062529.76  -3.29  149.67  35 5.20 Mw CMT  10614
 PDE   2007   03 14 090411.22  -4.66  133.59  16 5.10 mb GS   11562
 PDE   2007   03 14 215913.05  11.51  -86.59  35 5.50 Mw S     6084
 PDE   2007   03 14 224408.17  11.57  -86.67  35 5.20 mb GS    6075
 PDE   2007   03 15 013412.39  -0.82  127.47  10 5.40 Mw S    11475
 PDE   2007   03 15 060755.12   4.14  126.93  10 5.40 mb GS   11002
 PDE   2007   03 15 124820.98  -3.88  126.26  29 5.10 Mw CMT  11838
 PDE   2007   03 15 131300.40  16.07  -97.24  12 5.30 Mw CMT   5330
 PDE   2007   03 15 162604.41 -16.94   67.04  10 5.10 Mw CMT  14942
 PDE   2007   03 15 183008.82  35.62   89.43  35 5.00 Mw CMT   8924
 PDE   2007   03 16 094126.01 -32.32 -177.33  10 5.00 mb GS   11878
 PDE   2007   03 16 113505.75   9.70  126.19 100 5.10 mb GS   10476
 PDE   2007   03 16 213553.80 -28.70  -70.35  76 5.10 UK UC   10838
 PDE   2007   03 16 215121.54  35.64   89.41  44 5.00 Mw CMT   8923
 PDE   2007   03 17 174226.29   1.13  126.22  35 6.20 Mw S    11337
 PDE   2007   03 17 224309.62   4.55  -78.54  10 6.00 mb GS    7074
 PDE   2007   03 18 012524.11  42.16  144.00  35 5.60 mb GS    6486
 PDE   2007   03 18 021105.30   4.59  -78.49   7 6.40 mb GS    7072
 PDE   2007   03 18 064817.45  -9.51  124.53  25 5.10 Mw CMT  12481
 PDE   2007   03 18 075254.40 -28.83  -71.47  30 5.00 mb GS   10816
 PDE   2007   03 19 080219.41   5.57  -82.69  10 5.00 Mw CMT   6831
 PDE   2007   03 19 212038.10 -60.69  154.09  10 5.70 Mw S    15656
 PDE   2007   03 20 031030.47   9.19  126.12  35 5.50 mb GS   10530
 PDE   2007   03 20 092549.20 -33.50 -178.27  52 5.20 Mw CMT  12034
 PDE   2007   03 20 101419.62 -33.40 -178.55  35 5.20 Mw CMT  12036
 PDE   2007   03 20 160056.44  -0.75  127.51  10 5.30 mb GS   11466
 PDE   2007   03 20 175947.45 -31.73  -66.96 133 5.20 Mw CMT  11264
 PDE   2007   03 21 230746.19  15.19  -45.62  10 5.40 Mw CMT   7444
 PDE   2007   03 22 004916.72 -60.33  -26.23  35 5.00 mb GS   15516
 PDE   2007   03 22 054552.08  48.27  154.63  10 5.20 mb GS    5452
 PDE   2007   03 22 061043.09  -3.39   86.78  21 5.90 Mw S    13212
 PDE   2007   03 22 082403.12 -22.33  171.47 124 5.40 Mw CMT  11380
 PDE   2007   03 22 202520.10 -28.12  -71.20  42 5.20 mb GS   10751
 PDE   2007   03 22 212905.11  -7.56  127.56 160 5.40 mb GS   12143
 PDE   2007   03 23 155513.98 -15.11  167.39 127 5.20 mb GS   10867
 PDE   2007   03 23 171251.62 -58.65  -25.18  20 5.00 mb GS   15427
 PDE   2007   03 23 213802     27.47   55.15  14 5.00 Mw CMT   9998
 PDE   2007   03 23 223055.17 -18.86 -178.37 613 5.80 Mw CMT  10572
 PDE   2007   03 24 073938.65 -42.62   42.03  10 5.40 Mw CMT  17315
 PDE   2007   03 24 172929.98 -53.81  140.79  10 5.80 Mw S    15719
 PDE   2007   03 24 191350.58 -19.72  -70.14  30 5.80 mb GS    9906
 PDE   2007   03 25 004001.61 -20.62  169.36  34 7.10 Mw S    11312
 PDE   2007   03 25 004157.82  37.34  136.59   8 6.80 Ms GS    7269
 PDE   2007   03 25 010819.05 -20.75  169.35  35 7.10 Ms GS   11326
 PDE   2007   03 25 091145.21  37.26  136.69  14 5.40 mb GS    7272
 PDE   2007   03 25 103711.60 -20.60  169.41  30 5.10 mb GS   11308
 PDE   2007   03 25 135758.20  38.34   20.42  15 5.70 Mw S     8137
 PDE   2007   03 25 192118.63 -27.99 -176.79  54 5.20 mb GS   11422
 PDE   2007   03 25 215704.52 -20.96  169.05   7 5.30 Mw CMT  11360
 PDE   2007   03 25 221638.51  37.10  136.45  10 5.10 Mw CMT   7298
 PDE   2007   03 26 024658.64 -17.38  -72.61  26 5.40 Mw CMT   9578
 PDE   2007   03 26 063634.95  21.97  143.02  35 5.00 mb GS    8473
 PDE   2007   03 26 063649.50  28.98   58.34  14 5.00 ML HR    9854
 PDE   2007   03 26 072755.83  22.04  142.98  10 5.50 Mw S     8469
 PDE   2007   03 26 074043.41  22.07  143.11  10 5.40 mb GS    8459
 PDE   2007   03 26 103843.83  -8.28  156.99  10 5.30 mb GS   10724
 PDE   2007   03 26 111708.63   6.70  126.18  70 5.10 mb GS   10779
 PDE   2007   03 26 165103.02   0.83  125.91  10 5.50 Mw CMT  11382
 PDE   2007   03 26 210025.69 -19.49  -69.62 108 5.10 Mw CMT   9899
 PDE   2007   03 26 211535.68 -61.90  155.17   2 5.30 Mw CMT  15704
 PDE   2007   03 27 023023.66  47.72  -27.54  10 5.00 Mw CMT   5335
 PDE   2007   03 27 031127.72 -17.44  -72.75  35 5.00 mb GS    9580
 PDE   2007   03 27 080328.49 -15.67 -175.67  10 5.40 Mw CMT  10133
 PDE   2007   03 27 121359.50  48.25  154.20  30 5.50 mb GS    5473
 PDE   2007   03 27 210838.48 -34.07 -178.83  10 5.20 mb GS   12113
 PDE   2007   03 28 003919.82  44.91  146.13 202 5.00 mb GS    6135
 PDE   2007   03 28 040531.58  37.22  136.51  10 5.00 mb GS    7284
 PDE   2007   03 28 080804.14 -31.02 -178.07  10 5.30 mb GS   11778
 PDE   2007   03 28 111351.20 -37.83  176.77 178 5.00 UK EL   12665
 PDE   2007   03 28 132137.14  25.42 -109.71  10 5.20 Mw CMT   4135
 PDE   2007   03 28 142854.71  25.50 -109.63  10 5.30 Mw CMT   4127
 PDE   2007   03 28 155224.52  18.11  145.79 172 5.10 Mw CMT   8715
 PDE   2007   03 28 160848.03  -4.77  103.16  71 5.00 mb GS   12891
 PDE   2007   03 28 184255.55  19.69 -109.45  10 5.30 Mw CMT   4769
 PDE   2007   03 28 205725.94  -1.40  -77.57 185 5.30 Mw CMT   7733
 PDE   2007   03 28 211710.65  -6.27   29.67   8 5.80 mb GS   13123
 PDE   2007   03 29 055256.22  30.89  141.77  39 5.20 Mw CMT   7663
 PDE   2007   03 29 144044.07 -31.59  -71.84  25 5.60 Mw CMT  11095
 PDE   2007   03 29 161946.10   5.03  -82.70  10 5.00 Mw CMT   6889
 PDE   2007   03 29 170907.05 -31.60  -71.71  33 5.80 Mw S    11100
 PDE   2007   03 29 174620.75 -31.57  -72.07   4 5.30 Mw CMT  11085
 PDE   2007   03 29 183158.20 -31.58  -71.90  29 5.10 ML UC   11092
 PDE   2007   03 29 210737.07  46.09  153.68  10 5.40 mb GS    5688
 PDE   2007   03 30 024501.38  21.98  143.00  51 5.00 mb GS    8474
 PDE   2007   03 30 090505.69  44.14  146.01 100 5.50 mb GS    6213
 PDE   2007   03 30 155844.13 -14.62  177.77  10 5.70 mb GS   10323
 PDE   2007   03 30 190037.70  15.90  -99.05  22 5.30 Mw CMT   5315
 PDE   2007   03 30 193405.70 -24.31  -67.47 220 5.00 UK UC   10476
 PDE   2007   03 30 220705.18 -55.69 -125.47  10 5.20 Mw CMT  13128
 PDE   2007   03 31 025807.76 -33.12 -178.51   0 5.10 Mw CMT  12006
 PDE   2007   03 31 034150.35 -26.14 -179.08 395 5.20 Mw CMT  11333
 PDE   2007   03 31 050321.32  14.49  -93.07  42 5.10 Mw CMT   5592
 PDE   2007   03 31 124903.71 -56.08 -123.27  10 6.20 Mw S    13159
 PDE   2007   03 31 133208.33  38.86  141.42  74 5.10 mb GS    6912
 PDE   2007   03 31 193717.84   1.27  122.63  27 5.60 Mw CMT  11486
 PDE   2007   03 31 215524.80 -20.51  169.17  10 5.70 Mw CMT  11311
 PDE   2007   04 01 025105.30  32.35  137.61 378 5.70 Mw S     7711
 PDE   2007   04 01 051753.18 -17.94 -178.54 607 5.20 Mw CMT  10488
 PDE   2007   04 01 070859.89   9.20   91.52  30 5.10 Mw CMT  11745
 PDE   2007   04 01 152556.15  -3.42  -11.96  10 5.10 mb GS   10987
 PDE   2007   04 01 203958.71  -8.47  157.04  24 8.10 Mw CMT  10739
 PDE   2007   04 01 204619.35  -9.51  156.93  24 6.10 mb GS   10846
 PDE   2007   04 01 204731.31  -7.17  155.78  10 6.60 mb GS   10678
 PDE   2007   04 01 205457.99  -8.00  156.19  10 5.50 mb GS   10738
 PDE   2007   04 01 205618.15  -7.37  155.56  10 5.50 mb GS   10708
 PDE   2007   04 01 210237.11  -7.03  156.18  10 5.20 mb GS   10643
 PDE   2007   04 01 210750.47  -7.75  157.11  10 5.40 mb GS   10666
 PDE   2007   04 01 211133.15  -7.31  155.74  10 6.90 Mw CMT  10693
 PDE   2007   04 01 211522.70  -7.30  155.68  10 6.00 mb GS   10696
 PDE   2007   04 01 211822.80  -8.52  156.74  10 5.80 mb GS   10760
 PDE   2007   04 01 212508.37  -8.65  156.99  28 5.40 mb GS   10760
 PDE   2007   04 01 212626.50  -7.26  155.41  10 5.60 mb GS   10706
 PDE   2007   04 01 213016.12  -7.20  155.69  10 5.30 mb GS   10685
 PDE   2007   04 01 2131       -7.30  156.07  10 5.20 mb GS   10675
 PDE   2007   04 01 214212.57  -7.32  155.82  10 5.20 mb GS   10690
 PDE   2007   04 01 214320.08  -7.32  155.62  22 5.40 mb GS   10700
 PDE   2007   04 01 214537.60  -7.33  155.65  10 5.70 mb GS   10700
 PDE   2007   04 01 214808.38  -7.26  155.74  10 5.30 mb GS   10688
 PDE   2007   04 01 215657.41  -7.24  155.68  10 5.40 mb GS   10690
 PDE   2007   04 01 222953.45  -7.40  155.45  10 5.30 mb GS   10717
 PDE   2007   04 01 224101.80  -7.73  155.70  10 5.10 mb GS   10736
 PDE   2007   04 01 224200.58  -7.29  155.41  10 5.00 mb GS   10708
 PDE   2007   04 01 224534.98  -7.18  155.54  10 5.00 mb GS   10691
 PDE   2007   04 01 225015.41  -7.25  156.01  10 5.00 mb GS   10674
 PDE   2007   04 01 225723.69  -7.53  156.05  17 5.70 mb GS   10699
 PDE   2007   04 01 230938.99  -7.26  155.70  10 5.00 mb GS   10691
 PDE   2007   04 01 232527.65  -7.40  156.16  10 5.20 mb GS   10681
 PDE   2007   04 01 232806.67  -7.44  155.98  10 5.10 mb GS   10694
 PDE   2007   04 02 001053.67  -7.50  156.13  10 5.10 mb GS   10692
 PDE   2007   04 02 004946.78  -7.15  155.54  10 5.00 mb GS   10688
 PDE   2007   04 02 013102.40  -8.33  157.12  10 5.40 mb GS   10722
 PDE   2007   04 02 013615.66  -7.13  155.41  10 5.30 mb GS   10693
 PDE   2007   04 02 024519.41  -7.20  154.90  10 5.00 mb GS   10726
 PDE   2007   04 02 024935.90 -45.38  -73.06   4 6.10 Mw CMT  12507
 PDE   2007   04 02 041139.22  -7.17  156.05  10 5.60 mb GS   10664
 PDE   2007   04 02 050031.27  -7.64  155.60  10 5.00 mb GS   10733
 PDE   2007   04 02 053045.40  -7.14  155.66  10 5.10 mb GS   10681
 PDE   2007   04 02 053335.06  -7.36  155.36  10 5.90 Mw CMT  10717
 PDE   2007   04 02 065851.47  44.31  149.17  48 5.10 mb GS    6056
 PDE   2007   04 02 071632.34  -7.53  156.19  10 5.20 mb GS   10692
 PDE   2007   04 02 104917.72  -7.22  156.24  34 6.10 Mw S    10659
 PDE   2007   04 02 120223.34  -8.71  157.62  14 6.20 Mw S    10733
 PDE   2007   04 02 121922.29  44.20  149.17  46 5.30 mb GS    6065
 PDE   2007   04 02 123526.26  -8.75  157.64  12 5.60 Ms GS   10736
 PDE   2007   04 02 124459.84  -8.69  157.74  10 5.00 mb GS   10725
 PDE   2007   04 02 134955.13  -7.85  156.48  19 5.60 Mw CMT  10708
 PDE   2007   04 02 135307.53  -8.55  157.53  11 5.60 mb GS   10722
 PDE   2007   04 02 142049.04  -8.58  157.68  10 5.00 mb GS   10718
 PDE   2007   04 02 154002.67  -7.80  155.78  10 5.10 Mw CMT  10740
 PDE   2007   04 02 160820.78  -8.64  157.76  12 5.00 mb GS   10720
 PDE   2007   04 02 181743.71  -7.81  156.55  10 5.10 Mw CMT  10700
 PDE   2007   04 02 194256.16   1.41  125.76  55 5.80 mb GS   11330
 PDE   2007   04 02 221009.53  -7.76  155.70  10 5.00 mb GS   10739
 PDE   2007   04 02 224107.72  -7.68  155.62  10 5.00 mb GS   10736
 PDE   2007   04 02 224953.16  -9.71  154.66  10 5.70 Ms GS   10982
 PDE   2007   04 02 232023.27  -8.62  157.39  18 6.20 Mw S    10736
 PDE   2007   04 02 233113.96  -7.09  155.49  10 5.50 Mw CMT  10685
 PDE   2007   04 03 002209.46  -9.74  154.63  10 5.50 Mw CMT  10988
 PDE   2007   04 03 002456.31  -8.56  157.51  10 5.00 mb GS   10725
 PDE   2007   04 03 002839.80  -7.03  155.24  10 5.60 Ms GS   10691
 PDE   2007   04 03 002912.65  -7.08  155.24  10 5.40 mb GS   10697
 PDE   2007   04 03 005402.27  -8.63  157.67  10 5.10 mb GS   10723
 PDE   2007   04 03 014206.32  -8.78  157.35  10 5.00 mb GS   10754
 PDE   2007   04 03 021515.63  46.62  152.54  10 5.00 mb GS    5693
 PDE   2007   04 03 024641.77  -7.78  155.65  39 5.20 mb GS   10744
 PDE   2007   04 03 033507.28  36.45   70.69 222 6.20 Mw S     9034
 PDE   2007   04 03 050742.81  -8.63  157.55  10 5.10 mb GS   10729
 PDE   2007   04 03 052117.50  -8.78  157.40  10 5.40 mb GS   10752
 PDE   2007   04 03 091143.88  -7.22  155.72  10 5.20 mb GS   10686
 PDE   2007   04 03 104035.65  -6.86  155.76  10 5.10 mb GS   10648
 PDE   2007   04 03 115733.54  -7.84  155.59  27 5.50 Mw CMT  10753
 PDE   2007   04 03 120427.37  -7.86  155.80   8 6.10 Mw CMT  10744
 PDE   2007   04 03 134808.44  -7.90  155.84  10 5.20 Mw CMT  10746
 PDE   2007   04 03 134915.24 -62.91  167.98  10 5.40 Mw CMT  15312
 PDE   2007   04 03 152708.45  -7.29  155.38  33 5.50 Mw CMT  10709
 PDE   2007   04 03 172558.79  -8.73  157.45  10 5.40 Mw CMT  10744
 PDE   2007   04 03 194101.40  -7.07  155.24  34 5.60 Ms GS   10695
